epoch,lr,train_loss,train_acc,val_loss,val_acc
1,0.0004,3.4227609232247596,14.332329317269076,2.2396943073272704,14.6
2,0.0006,3.012359636375703,28.13755020080321,1.854112668991089,34.5
3,0.0008,2.751655977892588,35.94377510040161,1.9228503923416138,28.8
4,0.001,2.6746670567845725,39.131526104417674,1.7126369562149049,39.1
5,0.001,2.602212213608156,40.562248995983936,1.7138736085891724,40.0
6,0.0009998153062246457,2.5045629064720796,45.56977911646587,1.5790509958267211,46.7
7,0.000999261362724,2.39114534424012,49.661144578313255,1.5325302619934082,50.5
8,0.0009983385828714621,2.3006606475416436,52.15863453815261,1.4774383659362793,50.9
9,0.0009970476552799408,2.2442579599748176,53.752510040160644,1.4367178621292114,53.9
10,0.0009953895432879838,2.174287740006504,55.68524096385542,1.4355500469207763,53.2
11,0.000993365484240899,2.134064332548394,57.56777108433735,1.3947517776489258,54.8
12,0.0009909769885674015,2.0695776393614618,59.82680722891566,1.3846910057067872,55.6
13,0.0009882258386524746,2.0352379500147806,61.20732931726908,1.3714473848342896,57.6
14,0.0009851140875072873,1.9968630535056793,61.48343373493976,1.3580200262069702,56.6
15,0.0009816440572371606,1.9464147550513946,63.31576305220884,1.3086487913131715,60.0
16,0.0009778183373087257,1.9099211520459278,64.23192771084338,1.2679402351379394,61.1
17,0.0009736397826175667,1.8721104975206306,65.36144578313252,1.2335632209777831,62.7
18,0.00096911151135779,1.8345938590635735,66.31526104417671,1.2384406309127807,62.3
19,0.0009642369026951123,1.8020672740706478,67.5828313253012,1.2572617988586425,61.8
20,0.0009590195942451992,1.7940725906785713,67.75853413654619,1.2059585704803466,63.5
21,0.000953463479359141,1.7609576949154038,68.32329317269077,1.2168444786071777,61.5
22,0.0009475727042180874,1.7253626412655934,69.99246987951807,1.2135211334228515,63.9
23,0.0009413516647392125,1.7125368491712822,70.19327309236948,1.1875845413208008,63.8
24,0.0009348050032953162,1.6984134524701588,71.39809236947791,1.1548372898101806,64.9
25,0.0009279376052505118,1.6638319880129344,71.7745983935743,1.2038481769561769,63.8
26,0.0009207545953145843,1.650372983461403,72.1636546184739,1.166751356124878,64.2
27,0.0009132613337187394,1.6202518853796535,73.56927710843374,1.1731911430358886,65.3
28,0.000905463412215599,1.598604601549815,73.73242971887551,1.1737294645309448,65.3
29,0.0008973666499064248,1.570028362503971,75.08785140562249,1.1192434043884278,68.0
30,0.0008889770888986879,1.5566244771681637,75.25100401606426,1.132836530685425,67.2
31,0.0008803009897972205,1.5434408432029816,75.3890562248996,1.120179451942444,67.2
32,0.0008713448270323197,1.5279515823685978,76.20481927710843,1.1471920642852784,64.8
33,0.0008621152840282831,1.5016712668430374,77.20883534136546,1.1489995908737183,67.1
34,0.0008526192482159884,1.4755738887442165,77.8237951807229,1.1408683137893676,66.3
35,0.0008428638058932339,1.463118498583874,78.28815261044177,1.2000229654312133,64.0
36,0.0008328562369366773,1.4336097843675728,79.14156626506023,1.1661204919815062,64.9
37,0.0008226040093693197,1.4335489344884114,79.38002008032129,1.1321452941894532,66.1
38,0.0008121147737875863,1.4213346645056484,79.68122489959839,1.1501875648498534,65.7
39,0.0008013963576521642,1.3851617718317422,80.89859437751004,1.077706971168518,68.8
40,0.0007904567594468594,1.3764245036136673,81.67670682730923,1.0871526107788085,68.1
41,0.0007793041427098267,1.3677285952740406,81.0617469879518,1.1595192680358886,66.1
42,0.0007679468299416327,1.3338911217379283,83.04467871485944,1.0746696968078613,69.0
43,0.0007563932963946941,1.3398214449365455,81.97791164658635,1.1052795438766478,67.3
44,0.0007446521637487255,1.3115667205259025,82.73092369477912,1.1117504138946532,67.7
45,0.0007327321936769204,1.3034464551741818,83.57178714859438,1.1361501541137695,66.4
46,0.000720642281307661,1.2943454348897359,83.40863453815261,1.1432104406356811,67.5
47,0.0007083914485866415,1.2806027883506683,84.4754016064257,1.2028527660369872,64.2
48,0.000695988837544352,1.2676830148122398,84.36244979919678,1.0816299133300782,68.7
49,0.0006834437034739552,1.252164378223649,85.22841365461848,1.0943938293457032,68.7
50,0.0006707654080246382,1.2358556684241238,85.60491967871486,1.0782747173309326,68.7
51,0.000657963412215599,1.2269478109945733,85.78062248995984,1.1032748250961304,68.0
52,0.0006450472693758804,1.2136526165238346,86.24497991967871,1.1017743520736694,67.5
53,0.000632026618015317,1.19505378496216,87.1109437751004,1.1174841623306275,67.0
54,0.0006189111746319184,1.2028274112437145,87.03564257028113,1.1333847761154174,67.6
55,0.0006057107264610538,1.1799675427287457,87.73845381526104,1.094512384414673,69.4
56,0.0005924351241718508,1.1730975006000106,87.73845381526104,1.0905515356063842,68.8
57,0.0005790942745162565,1.1596528284520988,87.9894578313253,1.0680551719665528,71.6
58,0.0005656981329362477,1.1492834543607322,88.089859437751,1.1161381740570069,69.5
59,0.000552256696134708,1.1440059865813657,88.855421686747,1.0464462089538573,69.9
60,0.0005387799946155122,1.1398724497082722,88.5667670682731,1.094022614479065,68.8
61,0.0005252780851983892,1.1254366751176765,88.81777108433735,1.0947521266937257,68.1
62,0.0005117610435141457,1.1087837298232388,89.49548192771084,1.0547315616607666,69.6
63,0.0004982389564858543,1.1194164257451713,89.445281124498,1.072377303123474,69.2
64,0.00048472191480161095,1.0886693912816334,90.16064257028113,1.066671088218689,70.1
65,0.00047122000538448794,1.0905475487191993,90.17319277108433,1.0948081865310668,69.3
66,0.000457743303865292,1.0766034348901496,90.76305220883535,1.1121634168624879,69.5
67,0.00044430186706375237,1.0729339862444314,90.68775100401606,1.1178958625793458,67.0
